Id	ProcCoord1_fl	ProcCoord2_fl	ProcCoord3_fl	ProcCoord4_fl	ProcCoord5_fl	ProcCoord6_fl	ProcCoord7_fl	ProcCoord8_fl	ProcCoord9_fl	ProcCoord10_fl	ProcCoord11_fl	ProcCoord12_fl	ProcCoord13_fl	ProcCoord14_fl	ProcCoord15_fl	ProcCoord16_fl	ProcCoord17_fl	ProcCoord18_fl	ProcCoord19_fl	ProcCoord20_fl	ProcCoord21_fl	ProcCoord22_fl	ProcCoord23_fl	ProcCoord24_fl	ProcCoord25_fl	ProcCoord26_fl
HMED203_2_fl	-0.018786159448589204	0.592020092828209	-0.0032292992269564655	0.2896244355026181	-0.1919248583488692	0.11736938711889851	-0.2962845062446065	7.901819785040842E-4	-0.06369862606267246	0.0407589698947042	-0.1710380944107872	-0.20302579594506961	-0.06385005792099742	-0.15112041776727358	0.008522340775347276	-0.3613728877282085	0.08413835433571329	-0.16007760474236393	0.1956622127231175	-0.1954713145556286	0.07258637520432791	-0.004100223730236879	0.26585556274763006	-0.07414556629525576	0.18204675587734268	0.10875074344110296
HMED204_1_fl	0.021821556314949704	0.6152805444477966	-0.042141334609521006	0.35600807096834963	-0.18489780419864404	0.13394843687340025	-0.25397173778127274	-0.07807850011180181	-0.11815577800617028	-0.012080409687661131	-0.12267450613809379	-0.21688449335757035	-0.06988914185894059	-0.16047503585426826	0.01638811793611794	-0.27907255129119324	0.05954524748023858	-0.17319483887948411	0.11771439769383386	-0.1978673454138998	0.10044845440711041	-0.022876061437012096	0.25358969993599384	-0.033756164563806604	0.22222282882439817	0.06904834830715155
HMED204_2_fl	0.0539941785082937	0.5704195554329612	-0.015415070459808597	0.3084305974368432	-0.21436129621742095	0.09501907183769054	-0.2762941287660726	-0.030640720288360505	-0.06675919895604117	0.02583287435791037	-0.16380076824877626	-0.20617933876427455	-0.08876131303309717	-0.16889171378416717	0.014100532015196857	-0.33631656792826353	0.08003470121182783	-0.18525959390383803	0.1562487763965102	-0.22781695965779386	0.10331341579364484	0.0020270964496558776	0.2770324850729212	-0.013848643877912889	0.1406676866828235	0.16722434268954947
HMED204_4_fl	0.02217084601356905	0.630081387623945	-0.017710876311252934	0.3453953940583225	-0.13061854436995954	0.17283005491887843	-0.24413338077875105	-0.0886234808175946	-0.0857667556387445	-0.031142637949350724	-0.11332789261857297	-0.21696354014059857	-0.06380757102039039	-0.17990286702669123	0.010453531674819522	-0.2867630637179672	0.06551828068343196	-0.17550140444530032	0.1253363937071	-0.20617060350946714	0.08675088053779166	-0.040093553437977006	0.21610718814960425	-0.07167063253242159	0.12902789997135516	0.14852494697622246
HMED204_8_fl	-0.010337364730648266	0.6422012437350172	-0.015789503074834142	0.36002801683618335	-0.17173141314873874	0.10413069194926458	-0.23155978337489633	-0.060805280664345235	-0.0832763834670219	-0.010692647640681906	-0.11128300427938884	-0.20568002987584716	-0.0628749700917137	-0.1819377137279961	-0.010484257685066774	-0.28997173030799933	0.054456082918363666	-0.1643381562021242	0.1191390702532221	-0.1956654438803687	0.09505070657014501	-0.020358446695283326	0.22932385650722556	-0.0833386821757337	0.1993669636033525	0.10642817864991527
HMED204_10_fl	0.011882788593450724	0.6527500059751592	0.007874005485278085	0.32855126804014295	-0.16411635901396857	0.08941116478639738	-0.22715426166266806	-0.05122558682800246	-0.09594434424875745	-0.014139528333248828	-0.11325193409146188	-0.21255450765806647	-0.07097431616021466	-0.1956336789196101	-0.012183245061666872	-0.28254109841733555	0.05127368248272115	-0.2386445110515439	0.11732139933949692	-0.18718947167213965	0.10760562298046183	0.0042544422288499275	0.22654944847540706	-0.032301078441001656	0.16111751288192136	0.13926258029039906
HMED205_5_fl	0.00935029138700083	0.5647740802464423	-0.010560725516124012	0.42048453848324735	-0.10035354422712398	0.2603948181059986	-0.21516786280336864	-0.12124103323852035	-0.09504332845162172	-0.054480528576248695	-0.08917155187194264	-0.23356056577350182	-0.039389407729122444	-0.190139462383031	0.007685955711962712	-0.29232644768682375	0.056686194575181745	-0.18367953709254778	0.10584877099699784	-0.21467451357320477	0.06755352783865184	-0.035891719904763135	0.18766407854145326	-0.1081662832617753	0.11489760154805599	0.18850665465472782
HMED205_6_fl	0.02144682471427011	0.5792845566238204	0.007216134655810523	0.4356232824166893	-0.10842293835948766	0.23080396226723476	-0.20490618062381122	-0.15194437158516588	-0.08634822004489331	-0.061954601398225485	-0.09616528837621979	-0.2350413207478754	-0.046566121095213214	-0.2096840233800573	0.005386895495723243	-0.29517037426529935	0.049073115194950334	-0.15068199341712613	0.11220346235214256	-0.18225577344819915	0.05939957465566636	-0.028269141480756786	0.16578703435677344	-0.13027651654268785	0.12189570707428864	0.19956631495764865
HMED205_8_fl	-0.01587339024656506	0.5678230012842888	0.02619906243971581	0.4013156996691667	-0.105816720206251	0.18463547632375973	-0.2231448890329144	-0.1078441349282613	-0.09641159471763731	-0.055352428887839575	-0.13602983775395405	-0.21125429705545504	-0.06114018515193083	-0.1671900872875693	-0.010389139995258544	-0.30469562657540766	0.05239462383549286	-0.1806702025167131	0.1249992511469668	-0.22547564311929902	0.09080657121713868	-0.006757455445767335	0.23396232301075198	-0.07779889757085555	0.12044392545444624	0.1832645961099523
HMED206_1_fl	-0.020839774381368623	0.5657431724050331	0.015706923725271042	0.335887461351565	-0.1554979286764032	0.17951473610457486	-0.2349261693386273	-0.0713655323292555	-0.09565361957321518	-0.03345925192084325	-0.12042694496303416	-0.20813454655092395	-0.059837373745772846	-0.1793433010908458	-0.036905610997067934	-0.2908098839719794	0.05171592271915388	-0.17765034618394324	0.11418836390238014	-0.2363585105653167	0.12933605089301325	-0.04199301192530901	0.26422876659031613	-0.06620660355121545	0.14891139384535512	0.2241756182284584
